F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,C
0,3,10,16,14,14,3,0,0,8,16,9,12,12,3,0,0,7,15,8,7,1,0,0,0,5,16,16,16,11,0,0,0,0,1,0,4,15,3,0,0,0,2,0,4,16,4,0,0,2,15,10,14,16,2,0,0,1,11,12,12,4,0,0,5
0,0,0,9,7,0,0,0,0,0,2,16,2,5,1,0,0,0,9,8,3,15,1,0,0,3,14,1,8,12,0,0,0,6,16,12,16,16,5,0,0,8,15,13,16,9,0,0,0,0,0,5,14,0,0,0,0,0,0,10,7,0,0,0,4
0,0,2,13,15,5,0,0,0,0,8,13,12,14,1,0,0,1,14,5,0,11,6,0,0,6,16,1,0,9,7,0,0,6,16,2,0,13,4,0,0,3,16,8,4,14,0,0,0,0,8,16,16,8,0,0,0,0,0,11,10,0,0,0,0
0,0,2,13,16,14,2,0,0,0,12,13,8,15,8,0,0,8,14,0,0,11,12,0,0,7,16,13,11,16,13,0,0,0,6,8,8,14,10,0,0,0,0,0,0,15,8,0,0,0,3,12,5,15,5,0,0,0,1,12,16,14,2,0,9
0,0,12,15,6,0,0,0,0,8,14,7,16,3,0,0,0,8,6,0,8,8,0,0,0,5,8,0,8,10,0,0,0,0,1,0,12,9,0,0,0,0,0,7,15,3,0,0,0,0,7,16,12,5,7,0,0,0,11,16,16,16,15,0,2
0,0,1,13,14,11,0,0,0,0,10,12,12,16,4,0,0,0,15,0,2,9,6,0,0,5,13,0,0,6,9,0,0,5,12,0,0,5,7,0,0,1,13,2,0,9,4,0,0,0,12,11,7,11,0,0,0,0,2,15,12,3,0,0,0
0,0,12,10,0,0,0,0,0,3,13,16,4,0,0,0,0,6,16,16,7,0,0,0,0,0,8,15,9,0,0,0,0,0,0,10,14,0,0,0,0,0,0,6,16,6,0,0,0,0,9,13,16,13,8,3,0,0,9,16,16,16,16,9,1
0,0,6,14,15,1,0,0,0,0,11,12,4,0,0,0,0,0,15,10,4,1,0,0,0,0,13,13,14,12,1,0,0,0,0,0,0,10,10,0,0,0,0,0,0,4,14,0,0,0,0,2,1,9,14,0,0,0,6,16,16,16,6,0,5
0,0,0,8,4,0,0,0,0,0,0,12,4,1,0,0,0,0,4,13,2,16,1,0,0,0,14,7,7,14,4,0,0,5,16,16,16,16,6,0,0,3,10,7,15,6,0,0,0,0,0,5,10,0,0,0,0,0,0,7,10,0,0,0,4
0,0,0,7,3,0,0,0,0,0,0,15,5,0,0,0,0,0,6,14,2,8,0,0,0,0,12,8,5,14,0,0,0,6,16,12,14,15,4,0,0,2,10,15,16,14,5,0,0,0,0,12,11,0,0,0,0,0,0,11,9,0,0,0,4
0,0,5,14,16,13,2,0,0,0,15,10,5,15,4,0,0,0,0,1,7,15,1,0,0,0,0,11,16,6,0,0,0,0,0,2,10,14,1,0,0,0,2,0,0,9,8,0,0,1,14,6,4,11,9,0,0,0,5,12,14,10,1,0,3
0,0,5,12,14,7,0,0,0,5,16,7,5,16,2,0,0,8,10,0,4,16,4,0,0,2,11,15,11,13,4,0,0,0,0,0,0,8,4,0,0,0,0,0,0,5,8,0,0,1,7,1,0,11,5,0,0,0,5,13,10,9,1,0,9
0,0,14,9,0,0,0,0,0,0,8,16,0,0,0,0,0,0,8,12,0,2,1,0,0,0,12,8,0,13,9,0,0,1,16,4,0,16,8,0,0,5,16,0,0,15,6,0,0,8,16,16,16,16,12,0,0,1,8,8,8,13,7,0,4
0,0,7,16,13,4,0,0,0,1,11,0,6,15,3,0,0,6,9,0,0,13,4,0,0,2,14,5,8,16,5,0,0,0,4,12,10,6,8,0,0,0,0,0,0,4,8,0,0,0,2,4,0,8,7,0,0,0,10,16,16,10,1,0,9
0,0,8,4,0,0,0,0,0,0,15,3,0,0,0,0,0,2,13,0,0,0,0,0,0,4,14,11,9,1,0,0,0,4,9,13,16,14,1,0,0,2,12,0,0,9,11,0,0,0,16,8,5,13,11,0,0,0,4,15,16,12,1,0,6
0,0,6,10,0,0,0,0,0,0,10,11,0,0,0,0,0,1,15,4,0,0,0,0,0,4,16,5,4,0,0,0,0,6,16,16,16,14,3,0,0,7,16,4,6,14,8,0,0,2,15,8,9,14,3,0,0,0,5,14,13,3,0,0,6
0,0,9,0,0,0,0,0,0,2,16,6,8,5,0,0,0,4,16,16,16,15,3,0,0,6,16,10,12,15,8,0,0,4,11,0,0,7,8,0,0,4,16,9,10,15,8,0,0,2,15,16,16,16,3,0,0,0,8,16,15,7,0,0,0
0,0,4,15,15,14,1,0,0,1,15,16,10,15,6,0,0,5,16,11,0,6,11,0,0,8,12,0,0,4,12,0,0,10,12,0,0,5,12,0,0,6,16,1,0,9,9,0,0,0,14,14,8,15,6,0,0,0,4,15,16,11,1,0,0
0,0,6,14,6,0,0,0,0,1,16,13,16,6,0,0,0,4,16,6,14,16,2,0,0,0,11,16,16,16,6,0,0,0,0,3,6,15,9,0,0,0,0,0,0,10,13,0,0,0,15,9,6,13,11,0,0,0,4,14,15,10,3,0,9
0,0,0,5,14,1,0,0,0,0,1,14,7,0,3,0,0,0,9,14,1,6,15,0,0,3,16,12,4,12,8,0,0,0,7,10,14,16,4,0,0,0,0,0,10,13,0,0,0,0,0,1,16,3,0,0,0,0,0,6,12,0,0,0,4
0,1,15,15,2,0,0,0,0,9,15,12,10,0,0,0,0,8,10,8,12,0,0,0,0,1,1,5,15,0,0,0,0,0,0,6,14,0,0,0,0,0,0,10,14,1,0,0,0,0,11,16,16,16,10,0,0,0,14,13,8,10,7,0,2
0,0,2,14,13,5,0,0,0,0,8,16,16,10,0,0,0,6,16,16,16,7,0,0,0,9,16,16,16,3,0,0,0,0,7,16,16,2,0,0,0,0,8,16,16,6,0,0,0,0,10,16,16,11,0,0,0,0,3,13,14,7,0,0,1
0,2,12,13,1,0,0,0,0,10,15,14,11,0,0,0,0,12,9,5,12,0,0,0,0,4,5,4,16,0,0,0,0,0,0,9,9,0,0,0,0,0,1,13,8,0,1,0,0,1,16,16,14,14,11,0,0,2,13,12,12,12,6,0,2
0,0,6,11,0,0,0,0,0,0,8,16,1,0,0,0,0,0,11,16,1,0,0,0,0,0,14,13,2,0,0,0,0,0,13,16,16,13,3,0,0,0,15,14,8,14,12,0,0,0,14,11,7,15,10,0,0,0,4,13,16,10,2,0,6
0,0,2,14,9,2,0,0,0,0,10,16,16,13,0,0,0,0,12,6,3,14,4,0,0,1,13,2,0,6,8,0,0,7,14,0,0,7,7,0,0,2,16,2,0,12,4,0,0,0,11,12,12,15,0,0,0,0,2,14,14,2,0,0,0
0,0,11,16,16,9,0,0,0,0,10,8,12,11,0,0,0,0,0,0,12,6,0,0,0,0,8,13,16,6,0,0,0,0,7,14,14,13,6,0,0,0,0,13,3,0,0,0,0,0,6,15,0,0,0,0,0,0,11,10,0,0,0,0,7
0,0,4,12,14,12,3,0,0,0,15,14,10,16,3,0,0,2,16,8,8,5,0,0,0,7,16,16,16,15,2,0,0,3,7,2,2,14,5,0,0,0,0,0,2,15,3,0,0,0,3,11,14,13,0,0,0,0,8,15,11,4,0,0,5
0,4,12,13,16,16,4,0,0,12,16,16,11,8,5,0,0,16,13,5,0,0,0,0,0,8,14,0,0,0,0,0,0,1,15,6,0,0,0,0,0,0,7,15,0,0,0,0,0,0,8,16,0,0,0,0,0,3,16,12,0,0,0,0,5
0,0,0,9,12,0,0,0,0,0,4,16,6,0,0,0,0,3,15,10,0,10,7,0,0,10,14,0,6,16,4,0,0,10,15,12,14,13,0,0,0,0,5,9,16,7,0,0,0,0,0,5,16,2,0,0,0,0,0,9,12,0,0,0,4
0,0,0,12,16,13,0,0,0,0,6,16,10,5,0,0,1,14,2,6,0,0,0,0,0,12,11,0,0,0,0,0,0,3,14,11,1,0,0,0,0,0,3,13,11,0,0,0,0,0,0,5,16,6,0,0,0,0,0,13,16,6,0,0,5
0,0,3,13,12,2,0,0,0,0,14,16,13,12,0,0,0,2,16,12,0,12,4,0,0,6,15,0,0,10,6,0,0,3,13,0,0,7,9,0,0,3,12,0,1,12,6,0,0,1,13,9,13,16,2,0,0,0,5,14,13,4,0,0,0
0,0,0,10,9,0,0,0,0,0,0,15,9,0,0,0,0,0,6,14,2,11,4,0,0,2,14,7,9,15,2,0,0,11,16,8,14,13,1,0,0,12,16,16,16,16,6,0,0,2,4,10,16,3,0,0,0,0,0,11,15,0,0,0,4
0,0,0,0,9,13,0,0,0,0,0,7,16,3,0,0,0,0,5,16,4,3,5,0,0,3,13,7,0,10,14,0,0,10,16,16,16,16,11,0,0,5,8,10,13,16,7,0,0,0,0,0,7,16,4,0,0,0,0,0,10,11,0,0,4
0,0,10,15,10,1,0,0,0,5,16,4,11,13,1,0,0,5,16,9,12,16,7,0,0,1,10,12,8,14,8,0,0,0,0,0,0,14,5,0,0,0,0,0,10,13,1,0,0,0,5,12,15,2,0,0,0,0,13,10,2,0,0,0,9
0,1,9,15,5,0,0,0,0,4,16,15,13,0,0,0,0,1,2,1,15,2,0,0,0,0,0,0,16,0,0,0,0,0,0,5,13,0,0,0,0,0,4,15,3,0,1,0,0,0,12,16,12,14,4,0,0,0,11,16,13,9,2,0,2
0,0,10,16,16,16,15,4,0,0,10,12,8,11,16,7,0,0,0,0,1,12,14,1,0,0,0,1,13,13,1,0,0,0,0,13,12,1,0,0,0,0,6,14,3,0,0,0,0,0,10,10,0,0,0,0,0,0,14,2,0,0,0,0,7
0,0,0,8,13,2,0,0,0,0,12,14,9,0,0,0,0,1,15,5,0,0,0,0,0,5,15,0,0,0,0,0,0,3,15,13,16,15,4,0,0,2,16,11,4,8,13,0,0,0,9,12,5,11,12,0,0,0,0,9,14,13,4,0,6
0,0,3,14,16,16,6,0,0,0,8,16,16,16,9,0,0,0,0,0,7,16,6,0,0,0,0,0,12,15,1,0,0,0,2,13,16,16,7,0,0,0,2,16,16,14,2,0,0,0,6,16,9,0,0,0,0,0,7,14,2,0,0,0,7
0,0,2,14,5,0,0,0,0,0,10,13,4,0,0,0,0,0,12,9,0,0,0,0,0,0,12,8,0,0,0,0,0,0,12,14,16,15,3,0,0,0,13,14,6,9,10,0,0,0,13,12,7,14,8,0,0,0,2,15,15,10,1,0,6
0,0,4,11,12,16,10,0,0,3,16,16,14,7,0,0,0,0,16,8,0,0,0,0,0,0,12,10,0,0,0,0,0,0,2,14,10,1,0,0,0,0,0,1,14,11,0,0,0,0,0,1,13,14,2,0,0,0,7,14,10,2,0,0,5
0,0,0,5,8,12,10,0,0,0,11,14,4,15,8,0,0,4,16,14,11,16,7,0,0,7,16,16,16,14,7,0,0,1,8,6,0,7,8,0,0,0,0,0,0,5,8,0,0,0,0,0,3,13,6,0,0,0,0,4,16,8,0,0,9
0,1,13,5,0,0,0,0,0,4,14,0,0,0,0,0,0,4,8,0,1,6,1,0,0,5,8,1,11,16,5,0,0,4,10,7,16,16,7,0,0,4,14,10,16,16,3,0,0,1,16,16,16,10,0,0,0,0,10,14,9,2,0,0,6
0,0,0,9,13,0,0,0,0,0,5,16,6,0,0,0,0,1,13,11,1,0,2,0,0,8,16,1,0,10,13,0,0,11,16,4,10,16,5,0,0,12,16,16,16,10,0,0,0,0,4,5,16,3,0,0,0,0,0,10,16,0,0,0,4
0,0,5,16,5,0,0,0,0,0,11,15,2,0,0,0,0,1,16,10,0,0,0,0,0,6,16,3,0,0,0,0,0,8,16,15,16,14,2,0,0,8,16,12,8,13,11,0,0,8,16,12,2,13,9,0,0,0,5,13,16,15,1,0,6
0,1,11,16,16,15,1,0,0,3,15,7,10,16,3,0,0,0,0,4,16,8,0,0,0,0,0,5,15,10,0,0,0,0,0,0,3,16,8,0,0,0,0,0,0,11,13,0,0,4,11,1,1,11,14,0,0,1,13,16,16,15,6,0,3
0,1,14,16,9,0,0,0,0,1,11,15,15,2,0,0,0,0,1,13,16,2,0,0,0,0,10,16,16,15,9,0,0,0,9,16,13,10,3,0,0,0,5,16,1,0,0,0,0,0,15,13,0,0,0,0,0,1,16,4,0,0,0,0,7
0,0,5,12,14,3,0,0,0,3,14,2,4,11,0,0,0,4,12,0,5,16,4,0,0,1,14,6,14,4,0,0,0,0,7,16,4,0,0,0,0,0,7,16,4,0,0,0,0,0,10,13,11,0,0,0,0,0,7,16,11,0,0,0,8
0,0,4,10,12,12,13,4,0,0,6,8,4,6,15,2,0,0,0,0,0,12,6,0,0,0,0,0,7,12,0,0,0,5,16,16,16,13,1,0,0,2,4,13,10,0,0,0,0,0,3,16,2,0,0,0,0,0,7,14,0,0,0,0,7
0,0,4,16,16,15,4,0,0,0,10,10,5,3,0,0,0,6,14,1,4,2,0,0,0,8,15,14,15,15,2,0,0,5,12,5,0,9,8,0,0,0,0,0,0,8,8,0,0,0,5,9,7,14,2,0,0,0,3,16,11,4,0,0,5
0,0,4,11,14,6,0,0,0,4,14,7,6,15,0,0,0,4,5,0,5,11,0,0,0,0,0,7,15,11,0,0,0,0,0,11,10,15,4,0,0,0,0,0,0,10,8,0,0,0,1,4,7,15,1,0,0,0,3,16,11,2,0,0,3
0,0,3,13,13,2,0,0,0,4,16,15,14,10,0,0,0,3,16,2,0,16,4,0,0,6,13,0,0,13,6,0,0,4,13,0,0,11,9,0,0,0,16,0,0,11,7,0,0,0,9,12,9,15,2,0,0,0,2,11,15,7,0,0,0
0,0,4,14,16,14,1,0,0,1,16,13,14,16,5,0,0,1,5,0,3,16,3,0,0,0,0,0,7,15,0,0,0,2,13,16,16,14,4,0,0,3,10,14,14,8,1,0,0,0,2,14,8,0,0,0,0,0,6,14,1,0,0,0,7
0,0,8,15,11,0,0,0,0,3,15,13,16,3,0,0,0,8,16,6,15,13,0,0,0,4,15,16,16,15,0,0,0,0,2,4,5,16,5,0,0,0,0,0,1,16,5,0,0,0,0,0,4,16,5,0,0,0,10,16,16,10,0,0,9
0,0,1,11,16,9,0,0,0,0,13,11,6,10,0,0,0,4,14,0,9,11,0,0,0,7,15,15,16,15,1,0,0,0,7,6,0,14,8,0,0,0,0,0,0,15,5,0,0,0,0,3,10,15,2,0,0,0,2,12,10,1,0,0,9
0,0,0,1,7,15,5,0,0,0,5,13,16,16,8,0,0,4,15,11,5,16,7,0,0,1,4,0,3,16,4,0,0,0,0,0,4,16,0,0,0,0,0,0,8,16,0,0,0,0,0,0,12,16,0,0,0,0,0,0,12,12,0,0,1
0,1,13,16,10,0,0,0,0,2,14,15,16,2,0,0,0,0,0,8,16,4,0,0,0,0,0,13,16,1,0,0,0,0,1,16,11,0,0,0,0,0,11,16,3,5,1,0,0,1,15,16,14,16,4,0,0,1,13,16,15,5,0,0,2
0,0,2,16,10,0,0,0,0,0,7,16,14,1,0,0,0,0,9,16,13,0,0,0,0,0,12,16,8,0,0,0,0,0,14,16,9,0,0,0,0,0,14,16,6,0,0,0,0,0,7,16,10,0,0,0,0,0,1,11,16,4,0,0,1
0,1,13,16,13,5,2,0,0,2,16,9,13,14,0,0,0,0,11,13,15,5,0,0,0,0,3,16,13,0,0,0,0,0,3,16,8,0,0,0,0,0,10,16,12,0,0,0,0,1,15,16,12,0,0,0,0,1,16,10,1,0,0,0,8
0,0,2,13,15,6,0,0,0,0,8,14,10,16,3,0,0,0,15,6,0,10,8,0,0,6,15,1,0,11,7,0,0,8,13,0,0,10,8,0,0,7,14,1,0,16,2,0,0,1,15,14,11,14,0,0,0,0,3,15,12,1,0,0,0
0,0,0,6,14,16,8,0,0,0,4,13,8,16,9,0,0,0,0,0,0,15,6,0,0,0,0,5,9,16,9,0,0,0,10,16,16,15,4,0,0,1,9,3,13,7,0,0,0,0,0,1,16,2,0,0,0,0,0,8,9,0,0,0,7
0,0,0,7,14,7,0,0,0,0,3,13,4,12,1,0,0,0,13,3,0,12,4,0,0,1,13,0,6,16,6,0,0,0,15,15,9,12,3,0,0,0,1,1,0,9,2,0,0,0,2,9,2,12,0,0,0,0,1,9,15,7,0,0,9
0,0,2,11,16,15,1,0,0,0,4,8,10,16,4,0,0,0,0,0,3,16,4,0,0,0,0,3,8,16,3,0,0,5,12,16,16,16,7,0,0,8,8,8,16,3,0,0,0,0,0,14,9,0,0,0,0,0,3,16,2,0,0,0,7
0,0,10,13,12,5,0,0,0,3,16,7,10,16,6,0,0,3,16,3,0,14,8,0,0,1,11,15,14,16,8,0,0,0,0,3,6,14,8,0,0,0,0,0,1,13,7,0,0,0,5,4,7,16,2,0,0,0,13,16,16,10,0,0,9
0,3,14,15,5,0,0,0,0,8,11,7,15,2,0,0,0,9,4,0,16,4,0,0,0,1,3,0,14,8,0,0,0,0,0,4,15,0,0,0,0,0,0,12,10,0,0,0,0,1,14,16,10,10,6,0,0,2,14,15,13,16,12,0,2
0,0,11,16,16,4,0,0,0,0,12,16,12,3,0,0,0,2,16,16,15,4,0,0,0,0,5,8,11,15,3,0,0,0,0,0,0,10,12,0,0,0,3,1,0,3,16,0,0,0,16,12,8,11,16,1,0,0,8,14,16,16,11,0,5
0,0,0,3,11,0,0,0,0,0,0,11,7,0,0,0,0,0,4,14,2,5,0,0,0,0,12,9,7,11,0,0,0,7,16,12,14,10,1,0,0,3,10,13,16,16,8,0,0,0,0,5,14,0,0,0,0,0,0,7,10,0,0,0,4
0,0,0,2,11,0,0,0,0,0,0,11,8,0,0,0,0,0,1,16,3,9,0,0,0,0,11,11,2,16,0,0,0,4,16,10,12,15,5,0,0,3,11,12,15,13,3,0,0,0,0,0,14,4,0,0,0,0,0,2,16,2,0,0,4
0,2,15,16,16,16,11,0,0,1,8,8,9,16,9,0,0,0,0,0,8,12,0,0,0,1,4,4,15,9,0,0,0,11,16,16,16,15,2,0,0,2,5,16,5,0,0,0,0,0,11,12,0,0,0,0,0,3,16,5,0,0,0,0,7
0,0,7,14,3,0,0,0,0,3,16,16,12,0,0,0,0,10,15,10,16,16,2,0,0,8,16,16,16,10,2,0,0,4,16,15,2,0,0,0,0,4,16,16,4,0,0,0,0,3,16,16,15,0,0,0,0,0,9,16,15,0,0,0,8
0,0,7,14,16,14,1,0,0,5,16,13,8,6,0,0,0,4,16,4,0,0,0,0,0,7,16,16,15,2,0,0,0,3,8,5,15,9,0,0,0,0,0,0,3,16,3,0,0,2,15,10,11,16,3,0,0,0,8,15,15,4,0,0,5
0,0,13,15,15,4,0,0,0,3,16,14,16,13,0,0,0,3,16,3,5,16,5,0,0,7,16,4,0,13,8,0,0,5,16,2,0,15,8,0,0,3,16,5,7,16,6,0,0,0,14,16,16,14,1,0,0,0,11,16,12,3,0,0,0
0,0,0,6,10,1,15,6,0,0,5,16,4,8,15,1,0,1,15,8,2,15,8,0,0,4,16,14,13,15,0,0,0,1,15,16,16,13,0,0,0,0,3,10,15,0,0,0,0,0,0,11,14,1,0,0,0,0,0,10,15,0,0,0,4
0,0,0,15,12,5,0,0,0,0,4,16,16,8,0,0,0,0,9,16,15,3,0,0,0,1,16,16,9,0,0,0,0,6,16,16,9,0,0,0,0,0,11,16,11,0,0,0,0,0,4,16,14,1,0,0,0,0,0,13,16,0,0,0,1
0,0,0,9,12,0,0,0,0,0,1,15,5,1,5,0,0,1,12,10,0,13,9,0,0,7,16,9,10,16,7,0,0,4,16,16,16,16,10,0,0,0,0,0,14,11,1,0,0,0,0,5,16,1,0,0,0,0,0,12,6,0,0,0,4
0,1,12,3,0,0,0,0,0,10,16,15,1,0,0,0,0,8,3,13,5,0,0,0,0,1,0,9,9,0,0,0,0,0,0,13,6,0,0,0,0,0,2,15,2,0,0,0,0,0,13,16,14,14,12,0,0,0,8,12,12,10,11,0,2
0,0,6,13,3,0,0,0,0,0,15,16,15,5,0,0,0,0,14,4,6,13,0,0,0,0,0,0,4,15,0,0,0,0,0,0,8,12,0,0,0,0,1,6,15,8,0,0,0,0,16,16,16,16,12,0,0,0,5,8,9,10,15,3,2
0,0,1,11,12,12,10,0,0,0,3,10,8,16,10,0,0,0,0,0,3,16,3,0,0,0,3,10,15,14,2,0,0,0,14,16,16,16,6,0,0,0,1,14,9,0,0,0,0,0,3,16,3,0,0,0,0,0,6,12,0,0,0,0,7
0,0,4,12,15,5,0,0,0,2,15,13,11,11,0,0,0,2,10,2,5,16,0,0,0,0,0,4,14,14,0,0,0,0,0,5,12,14,7,0,0,0,0,0,0,3,14,0,0,0,9,10,3,8,15,2,0,0,2,9,16,16,7,0,3
0,1,15,16,16,16,9,0,0,7,16,13,11,16,9,0,0,9,16,4,10,15,1,0,0,8,9,3,15,8,0,0,0,0,0,10,15,0,0,0,0,0,1,16,9,0,0,0,0,0,10,16,2,0,0,0,0,0,16,13,0,0,0,0,7
0,0,10,8,10,12,6,0,0,2,16,14,12,15,11,0,0,3,9,2,4,14,2,0,0,0,0,1,14,4,0,0,0,0,0,5,14,0,0,0,0,0,1,13,6,0,0,0,0,1,12,16,1,0,0,0,0,0,14,10,0,0,0,0,7
0,0,5,15,13,2,0,0,0,0,10,13,12,11,0,0,0,0,3,2,4,15,0,0,0,0,0,9,16,10,0,0,0,0,0,3,13,16,6,0,0,0,0,0,0,7,14,0,0,0,5,8,8,10,16,1,0,0,4,9,14,13,7,0,3
0,2,11,14,7,1,0,0,0,10,15,13,16,4,0,0,0,11,12,5,16,3,0,0,0,1,2,15,14,0,0,0,0,0,5,12,15,11,1,0,0,0,0,0,2,14,10,0,0,0,8,12,12,16,11,0,0,0,9,15,11,8,1,0,3
0,0,7,10,0,0,0,0,0,0,12,13,0,0,0,0,0,2,16,8,0,0,0,0,0,0,16,5,0,0,0,0,0,4,16,10,6,0,0,0,0,4,16,16,16,14,5,0,0,3,16,10,11,16,11,0,0,0,7,14,12,9,2,0,6
0,0,7,13,12,3,0,0,0,0,14,8,11,12,0,0,0,0,0,1,9,12,0,0,0,0,0,13,16,1,0,0,0,0,0,9,12,12,3,0,0,0,0,0,0,6,12,0,0,0,8,1,2,8,13,0,0,0,10,16,16,11,2,0,3
0,0,5,15,9,0,0,0,0,1,13,13,15,6,0,0,0,2,16,4,3,15,2,0,0,5,16,0,0,10,6,0,0,5,14,0,0,9,9,0,0,4,16,0,1,11,6,0,0,1,14,11,12,16,2,0,0,0,5,13,14,4,0,0,0
0,0,0,6,14,16,10,0,0,0,12,16,9,14,11,0,0,7,15,3,8,13,3,0,0,6,16,14,16,8,0,0,0,0,3,4,11,13,0,0,0,0,0,0,14,10,0,0,0,0,0,4,16,5,0,0,0,0,0,7,16,0,0,0,9
0,0,0,4,16,4,0,0,0,0,0,9,16,3,0,0,0,0,4,16,8,4,11,0,0,1,12,14,2,13,14,0,0,11,16,13,13,16,7,0,0,9,16,16,16,13,3,0,0,0,0,6,16,6,0,0,0,0,0,6,16,4,0,0,4
0,0,1,7,14,12,0,0,0,0,13,11,12,14,0,0,0,9,16,12,14,14,0,0,0,2,4,2,5,15,0,0,0,0,0,0,3,15,0,0,0,0,0,0,3,16,0,0,0,0,0,0,14,7,0,0,0,0,2,11,11,1,0,0,9
0,0,2,14,3,0,0,0,0,0,9,14,0,0,0,0,0,0,11,10,0,0,0,0,0,0,16,7,0,0,0,0,0,2,16,12,8,4,0,0,0,0,16,16,16,16,11,0,0,0,12,10,4,7,14,0,0,0,3,11,16,16,7,0,6
0,0,0,2,15,4,0,0,0,0,0,7,16,5,0,0,0,0,8,16,14,1,0,0,0,7,16,16,12,0,0,0,0,2,8,14,12,0,0,0,0,0,0,9,13,0,0,0,0,0,0,6,16,13,2,0,0,0,0,2,12,13,2,0,1
0,0,0,5,12,16,7,0,0,0,9,15,4,13,12,0,0,2,16,16,15,16,13,0,0,3,16,16,14,16,7,0,0,0,6,7,1,15,3,0,0,0,0,0,9,11,0,0,0,0,0,0,13,5,0,0,0,0,0,6,13,0,0,0,9
0,0,12,16,7,0,0,0,0,2,16,14,16,5,0,0,0,0,14,5,11,13,0,0,0,0,2,1,8,13,0,0,0,0,0,0,8,15,0,0,0,0,0,0,13,10,0,0,0,0,10,10,16,6,0,0,0,0,11,16,16,16,16,8,2
0,0,3,14,13,3,0,0,0,0,12,10,7,12,0,0,0,3,15,1,0,15,7,0,0,5,12,0,0,12,5,0,0,6,12,0,0,9,4,0,0,4,13,0,0,10,4,0,0,1,14,6,5,14,2,0,0,0,3,13,13,6,0,0,0
0,0,0,8,11,0,0,0,0,0,1,15,4,0,0,0,0,0,12,9,0,0,3,0,0,2,16,2,0,9,14,0,0,11,13,0,7,15,3,0,0,13,16,12,16,8,0,0,0,6,12,12,14,1,0,0,0,0,0,7,12,0,0,0,4
0,0,6,16,11,0,0,0,0,1,16,2,12,9,0,0,0,4,15,5,13,10,0,0,0,0,9,10,9,15,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,7,7,0,0,3,9,1,0,8,4,0,0,1,7,14,16,12,1,0,9
0,0,0,1,12,1,0,0,0,0,0,14,10,0,0,0,0,0,10,14,2,0,0,0,0,2,16,7,0,5,6,0,0,12,15,0,9,15,1,0,0,12,16,14,16,8,0,0,0,7,12,10,15,1,0,0,0,0,0,4,9,0,0,0,4
0,6,13,5,8,8,1,0,0,8,16,16,16,16,6,0,0,6,16,9,6,4,0,0,0,6,16,16,15,5,0,0,0,0,4,5,15,12,0,0,0,0,0,3,16,9,0,0,0,1,8,13,15,3,0,0,0,4,16,15,3,0,0,0,5
0,0,0,10,13,1,0,0,0,1,11,12,7,0,0,0,0,2,16,12,0,0,0,0,0,4,16,11,0,0,0,0,0,4,16,15,8,4,0,0,0,4,16,16,13,16,6,0,0,0,7,16,7,13,14,0,0,0,0,7,15,15,5,0,6
0,1,12,13,4,0,0,0,0,4,16,16,16,3,0,0,0,4,16,16,16,10,0,0,0,0,6,16,14,16,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,13,7,0,0,1,2,3,7,14,10,0,0,2,12,16,14,12,3,0,9
0,0,0,11,16,8,0,0,0,0,6,16,13,3,0,0,0,0,8,16,8,0,0,0,0,0,13,16,2,0,0,0,0,0,15,16,5,0,0,0,0,2,16,16,16,5,0,0,0,1,10,16,16,14,0,0,0,0,0,12,16,15,0,0,6
0,0,0,5,11,1,0,0,0,0,0,14,14,2,0,0,0,0,5,16,5,0,0,0,0,0,8,15,2,0,0,0,0,0,10,13,0,0,0,0,0,0,14,16,16,8,0,0,0,0,6,16,9,15,6,0,0,0,0,6,14,16,8,0,6
0,0,9,12,15,15,2,0,0,1,15,14,11,16,7,0,0,0,2,0,2,16,4,0,0,0,2,4,10,15,2,0,0,0,13,16,16,16,9,0,0,0,13,16,10,1,0,0,0,0,6,16,1,0,0,0,0,0,11,9,0,0,0,0,7
0,0,2,12,4,0,0,0,0,1,12,16,16,3,0,0,0,7,16,6,4,13,0,0,0,8,16,6,0,13,5,0,0,1,16,5,0,7,9,0,0,0,16,8,0,8,12,0,0,0,13,14,14,16,10,0,0,0,4,14,15,7,0,0,0
0,0,5,13,1,0,0,0,0,0,12,13,0,0,0,0,0,0,16,8,0,0,0,0,0,5,16,2,0,0,0,0,0,4,16,8,15,9,1,0,0,4,16,16,12,15,11,0,0,1,15,14,4,14,11,0,0,0,5,14,14,10,1,0,6
0,0,1,14,6,0,0,0,0,0,7,16,1,0,0,0,0,0,13,10,0,0,0,0,0,0,14,7,0,0,0,0,0,3,16,10,8,3,0,0,0,0,16,13,12,14,7,0,0,0,14,9,4,11,13,0,0,0,2,12,16,12,4,0,6
0,0,5,15,7,0,0,0,0,0,14,16,16,5,0,0,0,0,13,14,14,15,0,0,0,0,3,11,14,16,3,0,0,0,0,0,6,16,2,0,0,0,0,0,4,16,7,0,0,0,0,1,11,16,6,0,0,0,4,15,16,10,0,0,9
